Faculty,Code,Title,Description,Components,Prerequisites
CVG,5101,Construction Equipment Management ,"The course is designed to provide a thorough understanding of the fundamentals and basis for design and analysis of construction operations. The various types of equipment used in the construction of heavy civil projects is analyzed and evaluated. Methods are developed for selecting, acquiring, maintaining, and replacing equipment. Simulation and optimization techniques are used as well for the optimal selection of equipment.",Lecture,
CVG,5111,Hydraulic Structures ,"Classification and function of hydraulic structures; analysis and design of hydraulic works for gravity dams, arch dams, earth fill and rock-fill dams; ancillary works including water intakes, various types of spillways, control structures, energy dissipation and stilling basin, bottom outlets. Advanced topic in channel design including transitions; hydraulic transients, free surface and free surge analysis; water towers and compensation basins; penstocks. Navigation locks. Coastal protection works and maritime structures. This course is equivalent to CIVJ 5501 at Carleton University.",Lecture,
CVG,5112,Numerical modelling in water resources ,"Finite volume methods for advection, diffusion and shallow water equations using structured and unstructured grids, finite volume methods for incompressible Navier-Stokes equations (SIMPLE, SIMPLEC, PISO), error analysis: numerical diffusion and dispersion, truncation errors and Fourier analysis, introduction to turbulence modeling, introduction to methods for tracking free surfaces and moving beds, introduction to other methods in hydrodynamics: finite element, finite difference, Chebyshev and Fourier spectra, semi Lagrangian and vortex methods inhydrodynamics. This course is equivalent to CIVJ 5502 at Carleton University.",Lecture,
CVG,5124,Coastal Engineering ,"Key concepts in coastal engineering: (1) wave mechanics and coastal hydrodynamics, (2) sediment transport and coastal morphodynamics and (3) coastal structures and coastal zone management. Wave mechanics and coastal hydrodynamics to include small-amplitude wave theory, finite amplitude wave theories (Stokes, Cnoidal and solitary wave), wave generation, wave transformations, development and prediction, hydrodynamics of coastal circulation. Sediment transport and coastal morphodynamics to include: wave and current-induced sediment transport, coastal sediment processes, longshore and cross-shore beach morphologic transformations, etc. Coastal structures and coastal zone management to include: beach erosion control, coastal structures (dikes, breakwaters, groins, seawalls), beach nourishment, coastal pollution and control, nearshore area development. This course is equivalent to CIVJ 5605 at Carleton University.",Lecture,
CVG,5142,Advanced Structural Dynamics ,"Dynamic behaviour of civil engineering structures under excitations due to earthquakes, wind, waves, etc. Advanced methods in dynamic analysis of structures. Prediction of structural response. Design considerations. This course is equivalent to CIVJ 5201 at Carleton University.",Lecture,
CVG,5143,Advanced Structural Steel Design ,"Analysis of thin-walled beams; design applications including members under combined forces; analysis and design of beams under non-uniform torsion; limit state design methodology; comparative study of modern structural steel standards; formulating elastic and plastic interaction relations for members under combined forces; designing columns, beams, and beam columns for cross-sectional strengths; local buckling and global stability considerations; design of bracing systems. This course is equivalent to CIVJ 5202 at Carleton University.",Lecture,
CVG,5144,Advanced Reinforced Concrete ,Study of the elastic and inelastic response of reinforced concrete structures under monotonic and cyclic loading. Methods for predicting structural behaviour of concrete elements. The relationship between recent research results and building codes. This course is equivalent to CIVJ 5300 at Carleton University.,Lecture,
CVG,5145,Theory of Elasticity ,"Stress-strain relations. Theories of plane stress and plane strain. Use of stress functions, energy and variational methods in the analysis of elastostatic problems. This course is equivalent to CIVJ 5203 at Carleton University.",Lecture,
CVG,5146,Numerical Methods of Structural Analysis ,"Numerical procedures and methods of successive approximations for the solution of structural problems. Virtual work, principles of minimum potential and complementary energy. Applications of variation and finite difference techniques to the solutions of complicated problems in beams, plates and shells. This course is equivalent to CIVJ 5302 at Carleton University.",Lecture,
CVG,5147,Theory of Plates and Shells ,"Stress distribution in flat plates of various shapes. Large deflection theory, numerical methods. Membrane theory, bending theory for cylindrical shells, bending theory for shells of revolution. This course is equivalent to CIVJ 5204 at Carleton University.",Lecture,
CVG,5148,Prestressed Concrete Design ,"Materials, methods of prestressing, prestress losses, and anchorage zone stresses. Elastic analysis, design and behaviour of simple and continuous prestressed concrete beams, frames and slabs. Discussion of current design specifications. Ultimate strength of members. This course is equivalent to CIVJ 5305 at Carleton University.",Lecture,
CVG,5149,Structural Stability ,"Elastic, inelastic, and torsional buckling of columns, beam column behaviour, plane and space frame stability, lateral torsional buckling of beams, global buckling of truss systems, plate and shell buckling, local buckling in tubulars, use of energy methods, matrix analysis, and finite element analysis in modeling stability problems, bracing requirements, standard provisions and design considerations in structural stability. This course is equivalent to CIVJ 5304 at Carleton University.",Lecture,
CVG,5150,Advanced Concrete Technology ,"Cement: types, hydration, physical properties; aggregate: classification, grading, properties; fresh concrete: influence of basis constituents and admixtures on workability, mixing, placing; strength of hardened concrete; nature of strength, influence of constituents, curing methods; durability; chemical attack, frost action, thermal effects; elasticity, shrinkage and creep; special concrete; lightweight, high density; mix design; approaches, weigh batching, volume proportioning, special mixes; field and laboratory test methods. This course is equivalent to CIVJ 5206 at Carleton University.",Lecture,
CVG,5151,Advanced Timber Design ,"Characteristic values for timber and engineered wood products , modification factors used in design; design of members subjected to combined bending axial loading; design for bi-axial bending; design of curved glued laminated beams, Timber-Concrete Composite (TCC) floor systems; lateral design (wind and seismic loading) for light-frame, CLT and hybrid structures; advanced connection design including design of proprietary connections. This course is equivalent to CIVJ 5151 at Carleton University.",Lecture,
CVG,5153,Wind Engineering ,The structure and climate of wind; wind loading on structures; wind induced dynamic problems of structures; environmental aerodynamics; dispersion of pollutant; analysis of wind data; experimental investigations. This course is equivalent to CIVJ 5209 at Carleton University.,Lecture,
CVG,5154,Random Vibration ,"Descriptions of random data. Frequency domain analysis and time domain analysis. Stochastic response of structures; wind and earthquake excitation, etc. Data analysis techniques. Prediction for design purposes. Simulation of random processes. Special topics. This course is equivalent to CIVJ 5308 at Carleton University.",Lecture,
CVG,5155,Earthquake Engineering ,"Nature and characteristics of earthquake motions. Non-linear response of single and multi-degree-of-freedom structures to seismic excitations. Modal superposition technique. Simplified procedures for dynamic structural analysis. Principles of earthquake resistant design. Strength, stiffness, ductility and energy absorption requirements of structures for seismic forces. Response spectra analysis. Current design procedures for aseismic design. Recent research on earthquake engineering. This course is equivalent to CIVJ 5306 at Carleton University.",Lecture,
